m,r,Nr_prime_support,Nr_factorization,pi_complete_order_omega,missing_from_target_support,extra_primes
28,5,"2,3,5,7,29,31",2^8 * 3^1 * 5^1 * 7^1 * 29^1 * 31^1,0,"11,13,17,19,23,37,41,43,47,53,59",
29,5,"2,3,5,11,29,31",2^6 * 3^2 * 5^1 * 11^1 * 29^1 * 31^1,0,"7,13,17,19,23,37,41,43,47,53,59",
30,5,"2,3,5,11,17,31",2^7 * 3^2 * 5^1 * 11^1 * 17^1 * 31^1,0,"7,13,19,23,29,37,41,43,47,53,59",
31,5,"2,3,5,7,11,17,31",2^6 * 3^1 * 5^1 * 7^1 * 11^1 * 17^1 * 31^1,0,"13,19,23,29,37,41,43,47,53,59",
32,5,"2,3,5,7,11,17",2^8 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1,0,"13,19,23,29,31,37,41,43,47,53,59",
33,5,"2,3,5,7,11,17,37",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 17^1 * 37^1,0,"13,19,23,29,31,41,43,47,53,59",
34,5,"2,3,5,7,17,19,37",2^4 * 3^2 * 5^1 * 7^1 * 17^1 * 19^1 * 37^1,0,"11,13,23,29,31,41,43,47,53,59",
35,5,"2,3,5,7,13,19,37",2^3 * 3^3 * 5^1 * 7^1 * 13^1 * 19^1 * 37^1,0,"11,17,23,29,31,41,43,47,53,59",
36,5,"2,3,5,13,19,37",2^6 * 3^3 * 5^1 * 13^1 * 19^1 * 37^1,0,"7,11,17,23,29,31,41,43,47,53,59",
37,5,"2,3,5,13,19,37,41",2^4 * 3^1 * 5^1 * 13^1 * 19^1 * 37^1 * 41^1,0,"7,11,17,23,29,31,43,47,53,59",
38,5,"2,3,5,7,13,19,41",2^5 * 3^2 * 5^1 * 7^1 * 13^1 * 19^1 * 41^1,0,"11,17,23,29,31,37,43,47,53,59",
39,5,"2,3,5,7,13,41,43",2^4 * 3^2 * 5^1 * 7^1 * 13^1 * 41^1 * 43^1,0,"11,17,19,23,29,31,37,47,53,59",
40,5,"2,3,5,7,11,41,43",2^6 * 3^1 * 5^1 * 7^1 * 11^1 * 41^1 * 43^1,0,"13,17,19,23,29,31,37,47,53,59",
41,5,"2,3,5,7,11,41,43",2^3 * 3^3 * 5^1 * 7^1 * 11^1 * 41^1 * 43^1,0,"13,17,19,23,29,31,37,47,53,59",
42,5,"2,3,5,7,11,23,43",2^4 * 3^3 * 5^1 * 7^1 * 11^1 * 23^1 * 43^1,0,"13,17,19,29,31,37,41,47,53,59",
43,5,"2,3,5,11,23,43,47",2^3 * 3^2 * 5^1 * 11^1 * 23^1 * 43^1 * 47^1,0,"7,13,17,19,29,31,37,41,53,59",
44,5,"2,3,5,11,23,47",2^7 * 3^3 * 5^1 * 11^1 * 23^1 * 47^1,0,"7,13,17,19,29,31,37,41,43,53,59",
45,5,"2,3,5,7,23,47",2^5 * 3^3 * 5^1 * 7^2 * 23^1 * 47^1,0,"11,13,17,19,29,31,37,41,43,53,59",
46,5,"2,3,5,7,23,47",2^6 * 3^1 * 5^2 * 7^2 * 23^1 * 47^1,0,"11,13,17,19,29,31,37,41,43,53,59",
47,5,"2,3,5,7,17,47",2^5 * 3^2 * 5^2 * 7^2 * 17^1 * 47^1,0,"11,13,19,23,29,31,37,41,43,53,59",
48,5,"2,3,5,7,13,17",2^7 * 3^2 * 5^2 * 7^2 * 13^1 * 17^1,0,"11,19,23,29,31,37,41,43,47,53,59",
49,5,"2,3,5,7,13,17,53",2^3 * 3^1 * 5^2 * 7^2 * 13^1 * 17^1 * 53^1,0,"11,19,23,29,31,37,41,43,47,59",
50,5,"2,3,5,13,17,53",2^4 * 3^4 * 5^2 * 13^1 * 17^1 * 53^1,0,"7,11,19,23,29,31,37,41,43,47,59",
51,5,"2,3,5,11,13,17,53",2^3 * 3^4 * 5^1 * 11^1 * 13^1 * 17^1 * 53^1,0,"7,19,23,29,31,37,41,43,47,59",
52,5,"2,3,5,7,11,13,53",2^6 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 53^1,0,"17,19,23,29,31,37,41,43,47,59",
53,5,"2,3,5,7,11,19,53",2^4 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1 * 53^1,0,"13,17,23,29,31,37,41,43,47,59",
54,5,"2,3,5,7,11,19,29",2^5 * 3^4 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1,0,"13,17,23,31,37,41,43,47,53,59",
55,5,"2,3,5,7,11,19,29,59",2^4 * 3^1 * 5^1 * 7^1 * 11^1 * 19^1 * 29^1 * 59^1,0,"13,17,23,31,37,41,43,47,53",
56,5,"2,3,5,7,19,29,59",2^6 * 3^2 * 5^1 * 7^1 * 19^1 * 29^1 * 59^1,0,"11,13,17,23,31,37,41,43,47,53",
62,5,"2,3,5,7,11,13,31",2^8 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 31^1,0,"17,19,23,29,37,41,43,47,53,59",
74,5,"2,3,5,7,11,13,19,37",2^4 * 3^2 * 5^2 * 7^1 * 11^1 * 13^1 * 19^1 * 37^1,0,"17,23,29,31,41,43,47,53,59",
84,5,"2,3,5,7,11,17,29,43",2^6 * 3^2 * 5^1 * 7^1 * 11^1 * 17^1 * 29^1 * 43^1,0,"13,19,23,31,37,41,47,53,59",
90,5,"2,3,5,7,13,23,31,47",2^4 * 3^3 * 5^1 * 7^1 * 13^1 * 23^1 * 31^1 * 47^1,0,"11,17,19,29,37,41,43,53,59",
91,5,"2,3,5,7,13,19,23,31,47",2^3 * 3^1 * 5^1 * 7^1 * 13^1 * 19^1 * 23^1 * 31^1 * 47^1,0,"11,17,29,37,41,43,53,59",
92,5,"2,3,5,19,23,31,47",2^8 * 3^2 * 5^1 * 19^1 * 23^1 * 31^1 * 47^1,0,"7,11,13,17,29,37,41,43,53,59",
114,5,"2,3,5,13,19,23,29,59",2^4 * 3^3 * 5^1 * 13^1 * 19^1 * 23^1 * 29^1 * 59^1,0,"7,11,17,31,37,41,43,47,53",
115,5,"2,3,5,7,13,17,23,29,59",2^3 * 3^2 * 5^1 * 7^1 * 13^1 * 17^1 * 23^1 * 29^1 * 59^1,0,"11,19,31,37,41,43,47,53",
116,5,"2,3,5,7,13,17,29,59",2^6 * 3^3 * 5^1 * 7^1 * 13^1 * 17^1 * 29^1 * 59^1,0,"11,19,23,31,37,41,43,47,53",
117,5,"2,3,5,7,11,13,17,59",2^4 * 3^3 * 5^1 * 7^1 * 11^2 * 13^1 * 17^1 * 59^1,0,"19,23,29,31,37,41,43,47,53",
152,5,"2,3,5,7,11,13,17,19,31",2^6 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 19^1 * 31^1,0,"23,29,37,41,43,47,53,59",
168,5,"2,3,5,7,13,17,19,43",2^6 * 3^3 * 5^1 * 7^1 * 13^2 * 17^1 * 19^1 * 43^1,0,"11,23,29,31,37,41,47,53,59",
184,5,"2,3,5,11,17,23,31,37,47",2^6 * 3^1 * 5^1 * 11^1 * 17^1 * 23^1 * 31^1 * 37^1 * 47^1,0,"7,13,19,29,41,43,53,59",
185,5,"2,3,5,7,11,17,31,37,47",2^3 * 3^4 * 5^1 * 7^1 * 11^1 * 17^1 * 31^1 * 37^1 * 47^1,0,"13,19,23,29,41,43,53,59",
186,5,"2,3,5,7,11,17,19,31,47",2^4 * 3^4 * 5^1 * 7^1 * 11^1 * 17^1 * 19^1 * 31^1 * 47^1,0,"13,23,29,37,41,43,53,59",
285,5,"2,3,5,7,11,13,17,19,41",2^6 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^2 * 19^1 * 41^1,0,"23,29,31,37,43,47,53,59",
286,5,"2,3,5,7,11,13,17,29,41",2^7 * 3^2 * 5^1 * 7^1 * 11^1 * 13^1 * 17^2 * 29^1 * 41^1,0,"19,23,31,37,43,47,53,59",
340,5,"2,3,5,7,11,17,19,31,43",2^6 * 3^2 * 5^1 * 7^3 * 11^1 * 17^1 * 19^1 * 31^1 * 43^1,0,"13,23,29,37,41,47,53,59",
341,5,"2,3,5,7,11,19,23,31,43",2^4 * 3^3 * 5^1 * 7^3 * 11^1 * 19^1 * 23^1 * 31^1 * 43^1,0,"13,17,29,37,41,47,53,59",
368,5,"2,3,5,7,23,31,37,41,53",2^7 * 3^3 * 5^1 * 7^1 * 23^1 * 31^1 * 37^1 * 41^1 * 53^1,0,"11,13,17,19,29,43,47,59",
374,5,"2,3,5,7,11,13,17,29,47",2^5 * 3^4 * 5^3 * 7^1 * 11^1 * 13^1 * 17^1 * 29^1 * 47^1,0,"19,23,31,37,41,43,53,59",
492,5,"2,3,5,11,13,17,19,29,31,41",2^7 * 3^3 * 5^1 * 11^1 * 13^1 * 17^1 * 19^1 * 29^1 * 31^1 * 41^1,0,"7,23,37,43,47,53,59",
527,5,"2,3,5,11,17,23,31,53,59",2^5 * 3^3 * 5^1 * 11^1 * 17^1 * 23^2 * 31^1 * 53^1 * 59^1,0,"7,13,19,29,37,41,43,47",
528,5,"2,3,5,7,11,19,23,53,59",2^7 * 3^3 * 5^1 * 7^1 * 11^1 * 19^1 * 23^2 * 53^1 * 59^1,0,"13,17,29,31,37,41,43,47",
529,5,"2,3,5,7,13,19,23,41,53,59",2^3 * 3^2 * 5^1 * 7^1 * 13^1 * 19^1 * 23^2 * 41^1 * 53^1 * 59^1,0,"11,17,29,31,37,43,47",
899,5,"2,3,5,7,11,17,29,31,41,43,53",2^3 * 3^3 * 5^2 * 7^1 * 11^1 * 17^1 * 29^1 * 31^1 * 41^1 * 43^1 * 53^1,0,"13,19,23,37,47,59",
986,5,"2,3,5,7,11,13,17,19,23,29,43,47",2^4 * 3^3 * 5^1 * 7^1 * 11^1 * 13^1 * 17^1 * 19^1 * 23^1 * 29^1 * 43^1 * 47^1,0,"31,37,41,53,59",
1330,5,"2,3,5,7,11,19,23,29,31,37,43",2^4 * 3^2 * 5^1 * 7^1 * 11^3 * 19^1 * 23^1 * 29^1 * 31^1 * 37^1 * 43^1,0,"13,17,41,47,53,59",
1517,5,"2,3,5,7,11,13,19,23,31,37,41",2^5 * 3^3 * 5^1 * 7^2 * 11^1 * 13^2 * 19^1 * 23^1 * 31^1 * 37^1 * 41^1,0,"17,29,43,47,53,59",
